咖喱鸡饭,https://www.douban.com/people/178325187/,2018/5/6,2,2018/12/11,20:56:34,36,节奏慢，不是剧情上的慢，我知道书里描写的篇幅很多，但是主人公的对话有些啰嗦，有很多不必要还尴尬的台词和情节。小包总杨烁的声音总让我出戏，演技很一般了。演员们过于往年代戏上靠，用力表现的自然，倒是显得不自然了。,2,0
無邪気火炭麗綺,https://www.douban.com/people/ZettonToHana/,2011/2/17,2,2018/12/27,11:50:17,5,剧情是好剧情导演也是好导演但是就是摆脱不了中国正义雷锋式主角的套路太多这种剧人是很容易道德脆弱的微博上整天骂明星出轨夜店吸烟的网友应该就是这么长大的太讨厌了太太太讨厌了国产剧观众太可怜了,2,0
乔木依依,https://www.douban.com/people/177211713/,2018/4/12,2,2018/12/25,22:22:47,8,就是9.0分也救不了无聊的剧情，为什么这么高的分却不是一部值得期待的剧，迷茫,2,2
烟火旭日,https://www.douban.com/people/65586955/,2012/10/22,2,2018/12/17,14:13:43,19,演的太假,2,0
小杨树,https://www.douban.com/people/yjhxiaoyangshu/,2017/5/17,2,2018/12/19,21:38:30,14,前面不错，越演越水了。,2,2
人群中的那只鬼,https://www.douban.com/people/47291246/,2010/11/10,1,2018/12/23,0:35:16,12,中国剧好不好，听两句台词全明了,1,1
田老师,https://www.douban.com/people/60115450/,2012/4/6,1,2018/12/28,0:56:27,6,8.9的评分真的很高，但看了7集，放弃了。可能是不太喜欢这种题材，或者拍摄的手法不是我喜欢的，更或者是我不是那个年代的同志，完全没能投身融入进去。剧情的演员有年轻时黄晓明和章子怡的影子。个人不喜欢，故不推荐，1星。谨献给那个年代的人。,1,0
奇异果,https://www.douban.com/people/148781789/,2016/7/25,1,2018/12/26,1:31:38,10,不好看！被阉割的剧情，被阉割的人物，还有演谁都一样的比被阄割过更惨不忍睹的演技，全剧也只有童谣，杨立新还可以看看。,1,0
哈哈,https://www.douban.com/people/157490947/,2017/2/7,1,2018/12/28,21:49:31,15,一星送给全局面瘫脸的王凯，不懂你们说他演的好，哪里好？,1,0
Seven,https://www.douban.com/people/162601534/,2017/6/16,1,2018/12/27,21:21:05,6,这能瞎编,1,1
呦弧,https://www.douban.com/people/179600840/,2018/6/7,2,2018/12/25,23:47:05,9,节奏也太慢了，看不下去了，男主尬演18岁。,2,0
小鱼🐟,https://www.douban.com/people/162950900/,2017/6/24,1,2018/12/26,8:59:31,10,啥玩意？？😶不好意思我老师同学今天还在吐槽的烂片。。。。还能有更低的分吗？？主演演技low爆，就那么几个实力派撑起全剧。。。,1,1
陌陌,https://www.douban.com/people/188610284/,2018/12/13,1,2018/12/27,22:12:03,9,男主角好丑。,1,1
梦醉西楼,https://www.douban.com/people/150551359/,2016/8/31,1,2018/12/27,14:43:40,4,难看矫情,1,0
莫锦楠,https://www.douban.com/people/170715026/,2017/12/7,1,2018/12/20,22:57:09,17,本来准备看完给五星的，结果把姐姐给写死了，弃剧了，真心不想看了，导演有毛病吧？,1,0
不是青苔,https://www.douban.com/people/68618706/,2013/1/30,2,2018/12/20,1:04:46,8,有人数过第一集里人民日报发表社论这句台词一共出现了几十次吗？,2,0
张震普拉斯,https://www.douban.com/people/andrewsqure/,2011/7/16,2,2018/12/24,23:27:57,9,一般吧。王凯的面瘫演技。剧情真的是…又慢又土…,2,0
拒绝抄袭衍生品,https://www.douban.com/people/164398687/,2017/7/28,1,2018/12/28,23:12:15,13,连看八集，宋运辉太变态了，我已经吐了，这剧和《平凡的世界》《白鹿原》哪有可比性！无论原著还是电视剧都比不了！姐姐倒是挺漂亮的，小女生也很可爱。,1,0
发烧，梦回蓝桥,https://www.douban.com/people/147903539/,2016/7/4,1,2018/12/18,20:08:27,11,永远抓住亿万分之一的个体成功,1,2
零,https://www.douban.com/people/mko07/,2010/5/28,2,2018/12/20,11:00:47,11,王凯真的是一个极具个人风格的演员：擅长将任何性格的人物全部演成二愣子傻逼。这部剧为了迎合某主题，把小说情节重新剪辑加整合得面目全非，还不如看原书。,2,2
