北京市,55276264
上海市,38484100
浙江省,36884968
广东省,35197800
江苏省,34412912
海南省,31312808
福建省,29877092
天津市,27415908
重庆市,26674998
陕西省,25658094
辽宁省,23842578
湖北省,22722008
内蒙古自治区,20541690
四川省,20471848
山东省,19527544
西藏自治区,19393296
山西省,19143430
贵州省,18976512
宁夏回族自治区,18895166
云南省,18776742
河南省,18598986
吉林省,18457658
湖南省,17967820
青海省,17898808
广西壮族自治区,17044852
江西省,16634463
黑龙江省,16395695
河北省,16368588
安徽省,16156887
新疆维吾尔自治区,14486351
甘肃省,12827026
澳门特别行政区,12296609
香港特别行政区,1512274
台湾,25746
